,Phrase,qui
42,"('kind', 'jugend')",1.8718903622242166e-05
43,"('mocht', 'darauf')",1.7927599289490177e-05
44,"('frau', 'bundesratin')",1.7901844321544832e-05
45,"('herr', 'fohn')",1.7841673968806234e-05
46,"('herr', 'hammerl')",1.7825124503001783e-05
47,"('mehrheit', 'svpfraktion')",1.7592213013216204e-05
48,"('svpfraktion', 'mehrheit')",1.7592213013216204e-05
49,"('bissch', 'mehr')",1.6796364783887467e-05
50,"('offent', 'entwicklungshilf')",1.672293959428232e-05
51,"('grund', 'weshalb')",1.6648060849994718e-05
52,"('gemass', 'artikel')",1.661722771112096e-05
53,"('mocht', 'wirklich')",1.6451685506048524e-05
54,"('kollegin', 'fetz')",1.6422409108125272e-05
55,"('kolleg', 'pfist')",1.640545951585904e-05
56,"('rund', 'milliard')",1.6315339375236242e-05
57,"('beschuldigt', 'person')",1.595167588985261e-05
58,"('motion', 'leuthard')",1.5928064807680043e-05
59,"('neu', 'rechnungsmodell')",1.58408283055812e-05
60,"('mocht', 'daran')",1.581233107318302e-05
61,"('obligator', 'referendum')",1.579965425373436e-05
62,"('darub', 'diskutiert')",1.5609157181578706e-05
63,"('herr', 'vollm')",1.5517658700355166e-05
64,"('herr', 'loepf')",1.528741846008563e-05
65,"('ganz', 'klar')",1.5198330663874299e-05
66,"('geht', 'wirklich')",1.4718255019470883e-05
67,"('haus', 'geh')",1.4668922678617276e-05
68,"('interess', 'daran')",1.4564587016791294e-05
69,"('frau', 'hubmann')",1.4490871087471867e-05
70,"('herr', 'stein')",1.4412374286157391e-05
71,"('servic', 'public')",1.423374608952826e-05
72,"('betreff', 'person')",1.4212797706227447e-05
73,"('nationalrat', 'anzuschliess')",1.4212797706227447e-05
74,"('mittl', 'einkomm')",1.4205943512300836e-05
75,"('sozialdemokrat', 'fraktion')",1.4205943512300836e-05
76,"('herr', 'schiess')",1.4087172337983195e-05
77,"('elektron', 'medi')",1.40239527571216e-05
78,"('abgekurzt', 'verfahr')",1.401771462985895e-05
79,"('sag', 'nochmal')",1.401771462985895e-05
80,"('natur', 'frag')",1.3940577143259142e-05
81,"('wirtschaft', 'leistungsfah')",1.3819867683451662e-05
82,"('gar', 'moglich')",1.3651139317822553e-05
83,"('burg', 'mehrheit')",1.3539116501964775e-05
84,"('herr', 'triponez')",1.3381144621961284e-05
85,"('schweizerinn', 'schweiz')",1.3286334161495708e-05
86,"('steu', 'abgab')",1.3059583323040437e-05
87,"('radio', 'fernseh')",1.300023860592241e-05
88,"('fassung', 'kommission')",1.2955104900489281e-05
89,"('vorlauf', 'aufgenomm')",1.2951406369370349e-05
90,"('herr', 'buhr')",1.282191480129959e-05
91,"('pro', 'helvetia')",1.28191924923558e-05
92,"('herr', 'baad')",1.2801257458235385e-05
93,"('wahl', 'herrn')",1.273945855525509e-05
94,"('freie', 'spitalwahl')",1.2672029081264433e-05
95,"('bitt', 'wirklich')",1.266770182900895e-05
96,"('bundesrat', 'couchepin')",1.2621907231633244e-05
97,"('minderheitsantrag', 'abzulehn')",1.2534495991281047e-05
98,"('zwei', 'monat')",1.251781309258075e-05
99,"('schweiz', 'tourismus')",1.2485096012357885e-05
100,"('artikel', 'strafgesetzbuch')",1.247944662061908e-05
101,"('seit', 'fahn')",1.2450750161320389e-05
102,"('strateg', 'ziel')",1.2388318271476296e-05
103,"('kundinn', 'kund')",1.2381542508146171e-05
104,"('mocht', 'ganz')",1.2260664144982443e-05
105,"('wenig', 'geld')",1.2260664144982443e-05
106,"('rund', 'million')",1.2245167585371008e-05
107,"('bitt', 'vorlag')",1.2238453734198273e-05
108,"('echt', 'fluchtling')",1.2162765737754551e-05
109,"('polit', 'akt')",1.2162765737754551e-05
110,"('bitt', 'fassung')",1.2158687039248434e-05
111,"('kurz', 'gut')",1.1986024494188855e-05
112,"('region', 'basel')",1.1986024494188855e-05
113,"('natur', 'imm')",1.1974547175836312e-05
114,"('eig', 'land')",1.195404322864252e-05
115,"('war', 'natur')",1.1751045787408194e-05
116,"('frau', 'vermot')",1.159868560469209e-05
117,"('gemeinsam', 'sorgerecht')",1.1574665557711787e-05
118,"('vertreterinn', 'vertret')",1.1502936066405872e-05
119,"('referendum', 'unterstellt')",1.1335677590464615e-05
120,"('armst', 'land')",1.1300573433243594e-05
121,"('schweizer', 'aussenpolit')",1.1300573433243594e-05
122,"('svpfraktion', 'vorlag')",1.116842963307665e-05
123,"('referendum', 'unterstell')",1.1036150505681396e-05
124,"('warum', 'bundesrat')",1.1017967091087285e-05
125,"('diskussion', 'kommission')",1.0991074350789907e-05
126,"('acht', 'jahr')",1.0956820446110892e-05
127,"('arbeitnehmerinn', 'arbeitnehm')",1.0905922273475589e-05
128,"('artikel', 'artikel')",1.0766072805980478e-05
129,"('neu', 'artikel')",1.0766072805980478e-05
130,"('darum', 'muss')",1.0762983610579845e-05
131,"('geni', 'minenraumpanz')",1.0762983610579845e-05
132,"('ersuch', 'deshalb')",1.0673959044701475e-05
133,"('drei', 'monat')",1.065749246054704e-05
134,"('energi', 'schweiz')",1.0615763158128584e-05
135,"('expressis', 'verbis')",1.0586234717774081e-05
136,"('svpfraktion', 'eintret')",1.0586234717774081e-05
137,"('natur', 'schon')",1.0493404150854905e-05
138,"('kanton', 'zustand')",1.0475320194404469e-05
139,"('bereit', 'beschloss')",1.0396640280717878e-05
140,"('beid', 'kamm')",1.0364994205080238e-05
141,"('herr', 'morgeli')",1.0362655789538133e-05
142,"('sozial', 'krankenversicher')",1.0362655789538133e-05
143,"('mensch', 'land')",1.0270056480474625e-05
144,"('de', 'facto')",1.0234644954358446e-05
145,"('herr', 'gross')",1.0132194001704264e-05
146,"('buchstab', 'a')",1.010372228750699e-05
147,"('beantragt', 'kommission')",1.006324101683035e-05
148,"('gibt', 'natur')",1.006324101683035e-05
149,"('aktiv', 'sterbehilf')",1.0004521111583509e-05
150,"('bundesstrafgericht', 'bellinzona')",1.0004521111583509e-05
151,"('kaspar', 'villig')",1.0004521111583509e-05
152,"('auffass', 'bundesrat')",9.98540097390571e-06
153,"('geb', 'recht')",9.959750645818858e-06
154,"('herr', 'wasserfall')",9.931700319588562e-06
155,"('word', 'buro')",9.931700319588562e-06
156,"('bundesrat', 'fassung')",9.918901681974695e-06
157,"('eben', 'gerad')",9.875621131404043e-06
158,"('arztinn', 'arzt')",9.693232239282467e-06
159,"('herr', 'walt')",9.693232239282467e-06
160,"('klein', 'einkomm')",9.693232239282467e-06
161,"('sozial', 'okolog')",9.693232239282467e-06
162,"('herr', 'david')",9.66289106240201e-06
163,"('unterstutz', 'mocht')",9.660444797977295e-06
164,"('erinner', 'ruf')",9.652522416297643e-06
165,"('deshalb', 'nam')",9.632523970589892e-06
166,"('nationalrat', 'anschliess')",9.62123496004576e-06
167,"('natur', 'gross')",9.62123496004576e-06
168,"('herr', 'baumann')",9.585743403995134e-06
169,"('herr', 'maur')",9.585743403995134e-06
170,"('joseph', 'deiss')",9.581412945519405e-06
171,"('gut', 'risik')",9.55402651784671e-06
172,"('relativ', 'gross')",9.518198062127974e-06
173,"('einverstand', 'erklar')",9.459651523089875e-06
174,"('natur', 'wesent')",9.423360898604837e-06
175,"('bundesamt', 'landwirtschaft')",9.359531285841684e-06
176,"('imm', 'gleich')",9.289372970152689e-06
177,"('herrn', 'fohn')",9.248516662661539e-06
178,"('steuerbefrei', 'existenzminimum')",9.248516662661539e-06
179,"('niemand', 'mehr')",9.20616123964852e-06
180,"('abgewies', 'asylbewerb')",9.182935533698691e-06
181,"('stellt', 'natur')",9.182935533698691e-06
182,"('sinn', 'mocht')",9.175143461311643e-06
183,"('darum', 'bundesrat')",9.151091904237993e-06
184,"('regierungsrat', 'kanton')",9.055954088158307e-06
185,"('redaktionell', 'ander')",9.052496555821101e-06
186,"('schwierig', 'fall')",9.052496555821101e-06
187,"('inn', 'sich')",9.027702336496e-06
188,"('herr', 'rutschmann')",9.026020149485699e-06
189,"('offent', 'unternehm')",9.026020149485699e-06
190,"('bundesrat', 'meinung')",8.970222789430922e-06
191,"('erst', 'prioritat')",8.962886193047574e-06
192,"('standort', 'schweiz')",8.962506663589728e-06
193,"('herr', 'bortoluzzi')",8.931512103516247e-06
194,"('mehrheit', 'spfraktion')",8.931512103516247e-06
195,"('schweiz', 'ganz')",8.913482465892611e-06
196,"('etcs', 'level')",8.84284133853825e-06
197,"('sozial', 'wohlfahrt')",8.84284133853825e-06
198,"('unterstutzt', 'svpfraktion')",8.84284133853825e-06
199,"('bundesamt', 'justiz')",8.787665070084094e-06
200,"('beschloss', 'word')",8.749991530365483e-06
201,"('auslanderinn', 'ausland')",8.579954311223503e-06
202,"('beid', 'mind')",8.566376868645453e-06
203,"('bergvariant', 'lang')",8.566376868645453e-06
204,"('off', 'gesteh')",8.566376868645453e-06
205,"('spfraktion', 'lehnt')",8.566376868645453e-06
206,"('verlass', 'partn')",8.566376868645453e-06
207,"('teil', 'strafgesetzbuch')",8.498029614064975e-06
208,"('wesent', 'hoh')",8.498029614064975e-06
209,"('erst', 'tag')",8.485666881415315e-06
210,"('kost', 'senk')",8.485440862396817e-06
211,"('ressourcenstark', 'kanton')",8.470535246430247e-06
212,"('herr', 'giezendann')",8.457079843723927e-06
213,"('jugend', 'ausbild')",8.361368558952609e-06
214,"('mocht', 'gleich')",8.361368558952609e-06
215,"('ganz', 'gegenteil')",8.354658975752655e-06
216,"('neu', 'gesetz')",8.318036394598641e-06
217,"('polit', 'werbung')",8.292008164194458e-06
218,"('erwag', 'zieh')",8.285396558185704e-06
219,"('herrn', 'kaufmann')",8.285396558185704e-06
220,"('veroffentlicht', 'word')",8.285396558185704e-06
221,"('eidgenoss', 'untersuchungsrichteramt')",8.26306908212874e-06
222,"('freien', 'personenverkehr')",8.26306908212874e-06
223,"('gewerb', 'kleinbetrieb')",8.26306908212874e-06
224,"('pro', 'fall')",8.26306908212874e-06
225,"('strukturiert', 'produkt')",8.26306908212874e-06
226,"('unterschied', 'auffass')",8.26306908212874e-06
227,"('zweit', 'instanz')",8.26306908212874e-06
228,"('ausserordent', 'schwierig')",8.253136520901492e-06
229,"('herr', 'wicki')",8.253136520901492e-06
230,"('million', 'frank')",8.188919403813214e-06
231,"('bundesamt', 'migration')",8.187631480917991e-06
232,"('besteuer', 'wirtschaft')",8.173682338708565e-06
233,"('herr', 'gutzwill')",8.173682338708565e-06
234,"('parlamentar', 'versamml')",8.173682338708565e-06
235,"('leib', 'leb')",8.105719043550451e-06
236,"('relativ', 'viel')",8.105719043550451e-06
237,"('herr', 'leuenberg')",8.073780417593508e-06
238,"('frau', 'mann')",8.03772655643492e-06
239,"('administrativ', 'aufwand')",8.017373628940906e-06
240,"('bundesrat', 'beschloss')",8.016268887496232e-06
241,"('muss', 'entscheid')",7.982929705859505e-06
242,"('natur', 'gewiss')",7.97566513545995e-06
243,"('deshalb', 'antrag')",7.951639309409288e-06
244,"('fall', 'den')",7.92454856770152e-06
245,"('frag', 'erschopf')",7.920308160109264e-06
246,"('gefahr', 'besteht')",7.920308160109264e-06
247,"('kantonal', 'hoheit')",7.920308160109264e-06
248,"('neun', 'monat')",7.920308160109264e-06
249,"('relativ', 'klein')",7.920308160109264e-06
250,"('bundesrat', 'selb')",7.912465450170475e-06
251,"('bundesprasident', 'schmid')",7.88548953385147e-06
252,"('euburgerinn', 'burg')",7.88548953385147e-06
253,"('herr', 'hutt')",7.88548953385147e-06
254,"('herr', 'leutenegg')",7.88548953385147e-06
255,"('schutz', 'anlegerinn')",7.88548953385147e-06
256,"('svp', 'fdp')",7.88548953385147e-06
257,"('wirklich', 'dringend')",7.88548953385147e-06
258,"('wiss', 'genau')",7.874729481996396e-06
259,"('rechnung', 'getrag')",7.802982067419103e-06
260,"('schweiz', 'gut')",7.802536024471912e-06
261,"('chemisch', 'industri')",7.699704070667203e-06
262,"('ersuch', 'mind')",7.699704070667203e-06
263,"('herr', 'bor')",7.699704070667203e-06
264,"('herr', 'brunn')",7.699704070667203e-06
265,"('mehrfach', 'gesagt')",7.699704070667203e-06
266,"('wichtig', 'argument')",7.699704070667203e-06
267,"('artikel', 'vag')",7.684175874414576e-06
268,"('betreff', 'land')",7.684175874414576e-06
269,"('klein', 'gesellschaft')",7.684175874414576e-06
270,"('neu', 'strafprozessordn')",7.684175874414576e-06
271,"('schweiz', 'burg')",7.684175874414576e-06
272,"('wahrung', 'inn')",7.684175874414576e-06
273,"('vernehmlass', 'geschickt')",7.66856540234585e-06
274,"('herr', 'schibli')",7.643606940286115e-06
275,"('offent', 'diskussion')",7.643606940286115e-06
276,"('mind', 'menétreysavary')",7.63476042014192e-06
277,"('fall', 'fall')",7.609880353211859e-06
278,"('gross', 'gesellschaft')",7.572515558954295e-06
279,"('bundesrat', 'verwalt')",7.566274523672844e-06
280,"('klar', 'meinung')",7.536181735899282e-06
281,"('bekannt', 'geb')",7.500434544995214e-06
282,"('nahesteh', 'person')",7.500434544995214e-06
283,"('meinung', 'sollt')",7.499938407092318e-06
284,"('bildung', 'forschung')",7.482170924453466e-06
285,"('muss', 'aufpass')",7.472990559900256e-06
286,"('herr', 'pelli')",7.468717476915545e-06
287,"('frau', 'leutenegg')",7.4649766651586095e-06
288,"('leistungsvereinbar', 'sbb')",7.4356590878578395e-06
289,"('neu', 'absatz')",7.4285016777553655e-06
290,"('artikel', 'fassung')",7.357386785362357e-06
291,"('bzw', 'prozent')",7.357386785362357e-06
292,"('seh', 'artikel')",7.357386785362357e-06
293,"('erst', 'rund')",7.27850444094299e-06
294,"('verfass', 'gesetz')",7.27850444094299e-06
295,"('privat', 'veranstalt')",7.25809599254585e-06
296,"('burg', 'partei')",7.247828075858804e-06
297,"('relativ', 'einfach')",7.234760034385224e-06
298,"('geht', 'natur')",7.2301167601958165e-06
299,"('desweg', 'ja')",7.2061228535372935e-06
300,"('deutsch', 'deutlich')",7.2061228535372935e-06
301,"('festgestellt', 'herrn')",7.2061228535372935e-06
302,"('herr', 'scher')",7.2061228535372935e-06
303,"('jugend', 'lehrstell')",7.2061228535372935e-06
304,"('teil', 'ansicht')",7.2061228535372935e-06
305,"('dringend', 'notwend')",7.183060994192488e-06
306,"('frank', 'schuld')",7.158585764754414e-06
307,"('herr', 'fasel')",7.158585764754414e-06
308,"('kredit', 'million')",7.151587578496683e-06
309,"('beim', 'personal')",7.146959198113484e-06
310,"('deshalb', 'sollt')",7.146959198113484e-06
311,"('erleichtert', 'einburger')",7.106326396693946e-06
312,"('ganz', 'gross')",7.102971605460775e-06
313,"('beid', 'frag')",7.05104402937232e-06
314,"('mehrheit', 'bevolker')",7.05104402937232e-06
315,"('privatisier', 'swisscom')",7.05104402937232e-06
316,"('wirklich', 'darum')",7.05104402937232e-06
317,"('gewiss', 'fall')",7.043469467271663e-06
318,"('international', 'tatig')",7.043469467271663e-06
319,"('deshalb', 'scheint')",7.041553664786581e-06
320,"('herrn', 'buhr')",7.041553664786581e-06
321,"('komm', 'mocht')",7.041553664786581e-06
322,"('kurz', 'sag')",7.041553664786581e-06
323,"('mocht', 'erinner')",7.041553664786581e-06
324,"('mocht', 'erst')",7.041553664786581e-06
325,"('off', 'sag')",7.041553664786581e-06
326,"('per', 'se')",7.041553664786581e-06
327,"('spar', 'spar')",7.041553664786581e-06
328,"('standerat', 'eingefugt')",7.041553664786581e-06
329,"('verletz', 'person')",7.041553664786581e-06
330,"('leutenegg', 'filippo')",7.006792006727824e-06
331,"('muss', 'klar')",6.997822457377493e-06
332,"('bundesrat', 'zustimm')",6.970146432885435e-06
333,"('liegt', 'natur')",6.970146432885435e-06
334,"('dank', 'bundesrat')",6.944640963645554e-06
335,"('mann', 'frau')",6.892166127027856e-06
336,"('ganz', 'besond')",6.834965367710531e-06
337,"('bestimm', 'enthalt')",6.797025776961137e-06
338,"('relativ', 'weit')",6.797025776961137e-06
339,"('weit', 'bemerk')",6.797025776961137e-06
340,"('letzt', 'woch')",6.789903375351953e-06
341,"('kraft', 'tret')",6.742855456549346e-06
342,"('deshalb', 'minderheitsantrag')",6.730982696977573e-06
343,"('bundesrat', 'bericht')",6.723823560356836e-06
344,"('mocht', 'nochmal')",6.723823560356836e-06
345,"('bereich', 'bildung')",6.721828595120864e-06
346,"('alt', 'mensch')",6.700172599879572e-06
347,"('imm', 'sag')",6.700172599879572e-06
348,"('darub', 'entscheid')",6.669013509179686e-06
349,"('klein', 'teil')",6.65476979729854e-06
350,"('mocht', 'beton')",6.65476979729854e-06
351,"('bess', 'losung')",6.573283801456083e-06
352,"('bereit', 'ausgefuhrt')",6.5536321376542044e-06
353,"('mocht', 'geleg')",6.5536321376542044e-06
354,"('mocht', 'unterstreich')",6.5536321376542044e-06
355,"('vorh', 'gesagt')",6.5536321376542044e-06
356,"('buchstab', 'f')",6.55243254008563e-06
357,"('absatz', 'gestrich')",6.529729245278272e-06
358,"('empfehl', 'deshalb')",6.529729245278272e-06
359,"('funf', 'sieb')",6.529729245278272e-06
360,"('herrn', 'vollm')",6.529729245278272e-06
361,"('land', 'volk')",6.529729245278272e-06
362,"('ziff', 'iii')",6.529729245278272e-06
363,"('durchgefuhrt', 'wurd')",6.528627544578891e-06
364,"('famili', 'beruf')",6.528627544578891e-06
365,"('gegenvorschlag', 'avantiinitiativ')",6.528627544578891e-06
366,"('journalistinn', 'journalist')",6.528627544578891e-06
367,"('konsument', 'konsumentinn')",6.528627544578891e-06
368,"('schon', 'ausgefuhrt')",6.528627544578891e-06
369,"('sensibl', 'gut')",6.528627544578891e-06
370,"('spfraktion', 'motion')",6.528627544578891e-06
371,"('universitat', 'eth')",6.528627544578891e-06
372,"('vorschlag', 'unterbreit')",6.528627544578891e-06
373,"('aufgeworf', 'word')",6.519079565838235e-06
374,"('stand', 'technik')",6.519079565838235e-06
375,"('herr', 'schwand')",6.511731858579797e-06
376,"('viel', 'dank')",6.511731858579797e-06
377,"('erneuerbar', 'energi')",6.509095255410602e-06
378,"('laufend', 'jahr')",6.502933357960639e-06
379,"('strukturell', 'defizit')",6.502933357960639e-06
380,"('ausserparlamentar', 'kommission')",6.477436871067074e-06
381,"('doppelt', 'strafbar')",6.477436871067074e-06
382,"('natur', 'heimatschutzgesetz')",6.477436871067074e-06
383,"('zwolf', 'monat')",6.477436871067074e-06
384,"('per', 'januar')",6.4755638339412805e-06
385,"('heutig', 'praxis')",6.4595119566170045e-06
386,"('ja', 'klar')",6.4595119566170045e-06
387,"('bauerinn', 'bau')",6.440251387207147e-06
388,"('mocht', 'festhalt')",6.421604894295646e-06
389,"('gesetz', 'verank')",6.395496615007269e-06
390,"('deshalb', 'wirklich')",6.387576066507548e-06
391,"('extern', 'kost')",6.387576066507548e-06
392,"('krank', 'mensch')",6.387576066507548e-06
393,"('nach', 'legislatur')",6.387576066507548e-06
394,"('schlecht', 'risik')",6.387576066507548e-06
395,"('vereinfach', 'steuersystem')",6.387576066507548e-06
396,"('voll', 'kognition')",6.387576066507548e-06
397,"('ausland', 'send')",6.375737094823701e-06
398,"('budget', 'bundesrat')",6.375737094823701e-06
399,"('ganz', 'viel')",6.375737094823701e-06
400,"('kantonal', 'universitat')",6.375737094823701e-06
401,"('wichtig', 'projekt')",6.375737094823701e-06
402,"('kolleg', 'schmid')",6.352415820220144e-06
403,"('ganz', 'schweiz')",6.294389991574343e-06
404,"('frag', 'aufgeworf')",6.280228688225426e-06
405,"('neu', 'regionalpolit')",6.280228688225426e-06
406,"('international', 'organisation')",6.2779428112173555e-06
407,"('ja', 'wahrschein')",6.239651737889858e-06
408,"('kanton', 'gesagt')",6.239651737889858e-06
409,"('klar', 'begriff')",6.239651737889858e-06
410,"('meinung', 'frag')",6.239651737889858e-06
411,"('svpfraktion', 'mocht')",6.239651737889858e-06
412,"('nach', 'jahr')",6.217346033110902e-06
413,"('gerad', 'bereich')",6.202764642098981e-06
414,"('forschung', 'innovation')",6.194434268178525e-06
415,"('mitarbeiterinn', 'mitarbeit')",6.16673605308301e-06
416,"('mehr', 'milliard')",6.164412286903002e-06
417,"('mocht', 'gern')",6.1594593872714235e-06
418,"('rot', 'kreuz')",6.151616685513338e-06
419,"('marti', 'wern')",6.130226595406467e-06
420,"('wichtig', 'schritt')",6.130226595406467e-06
421,"('bundesamt', 'verkehr')",6.0944121168154885e-06
422,"('wesent', 'mehr')",6.087869366675252e-06
423,"('bundesverwaltungsgericht', 'st')",6.079262164545053e-06
424,"('erganz', 'artikel')",6.079262164545053e-06
425,"('frau', 'wyss')",6.079262164545053e-06
426,"('hofmann', 'han')",6.079262164545053e-06
427,"('zwingend', 'notwend')",6.079262164545053e-06
428,"('land', 'verlass')",6.027197897226615e-06
429,"('fakultativ', 'referendum')",6.015115191061132e-06
430,"('à', 'la')",6.008494526880292e-06
431,"('eindruck', 'erweckt')",5.999927784879208e-06
432,"('geh', 'darum')",5.999927784879208e-06
433,"('liegt', 'hand')",5.999927784879208e-06
434,"('standerat', 'losung')",5.999927784879208e-06
435,"('war', 'bess')",5.974630409802447e-06
436,"('beim', 'entlastungsprogramm')",5.968489352358401e-06
437,"('zwei', 'bemerk')",5.968489352358401e-06
438,"('abgab', 'gebuhr')",5.95465261542551e-06
439,"('angetont', 'word')",5.95465261542551e-06
440,"('autonomi', 'kanton')",5.95465261542551e-06
441,"('darum', 'kommission')",5.95465261542551e-06
442,"('einzutret', 'detailberat')",5.95465261542551e-06
443,"('herr', 'donzé')",5.95465261542551e-06
444,"('mocht', 'moglich')",5.95465261542551e-06
445,"('sag', 'bewusst')",5.95465261542551e-06
446,"('schweizer', 'eisenbahnnetz')",5.95465261542551e-06
447,"('straf', 'stell')",5.95465261542551e-06
448,"('wesent', 'klein')",5.95465261542551e-06
449,"('erst', 'mal')",5.953074243127405e-06
450,"('burg', 'seit')",5.943691822713642e-06
451,"('bundesamt', 'kultur')",5.911669513593772e-06
452,"('indirekt', 'gegenvorschlag')",5.907544613543888e-06
453,"('sozial', 'sich')",5.907544613543888e-06
454,"('vorberat', 'kommission')",5.866854905395663e-06
455,"('dah', 'mocht')",5.853471229478118e-06
456,"('deutsch', 'bahn')",5.853471229478118e-06
457,"('einfach', 'geld')",5.853471229478118e-06
458,"('einhell', 'meinung')",5.853471229478118e-06
459,"('entschied', 'meinung')",5.853471229478118e-06
460,"('etapp', 'bahn')",5.853471229478118e-06
461,"('finanziell', 'verantwort')",5.853471229478118e-06
462,"('finanziert', 'soll')",5.853471229478118e-06
463,"('geistig', 'behindert')",5.853471229478118e-06
464,"('genau', 'deshalb')",5.853471229478118e-06
465,"('herr', 'couchepin')",5.853471229478118e-06
466,"('macht', 'schweiz')",5.853471229478118e-06
467,"('modell', 'mehrheit')",5.853471229478118e-06
468,"('vereinbar', 'famili')",5.853471229478118e-06
469,"('vonseit', 'verwalt')",5.853471229478118e-06
470,"('war', 'wichtig')",5.853471229478118e-06
471,"('wichtig', 'arbeit')",5.853471229478118e-06
472,"('zeuginn', 'zeug')",5.853471229478118e-06
473,"('polit', 'entscheid')",5.852971856335905e-06
474,"('bundesrat', 'nationalrat')",5.820403256668211e-06
475,"('wurd', 'ganz')",5.765515745241825e-06
476,"('frank', 'einspar')",5.7514020612898575e-06
477,"('ganz', 'unterschied')",5.7514020612898575e-06
478,"('ja', 'eben')",5.7514020612898575e-06
479,"('sag', 'kanton')",5.7441318113853255e-06
480,"('burg', 'burgerinn')",5.738605661079833e-06
481,"('herr', 'rim')",5.738605661079833e-06
482,"('la', 'commission')",5.738605661079833e-06
483,"('miteinand', 'tun')",5.738605661079833e-06
484,"('mocht', 'insbesond')",5.738605661079833e-06
485,"('nochmal', 'daran')",5.738605661079833e-06
486,"('bitt', 'beacht')",5.716720394048214e-06
487,"('schon', 'mehrfach')",5.6858546604718e-06
488,"('bewilligt', 'kredit')",5.68579164830588e-06
489,"('international', 'rechtshilf')",5.68579164830588e-06
490,"('justiz', 'polizeidirektor')",5.68579164830588e-06
491,"('mehr', 'benotigt')",5.68579164830588e-06
492,"('ort', 'stell')",5.68579164830588e-06
493,"('prozent', 'million')",5.68579164830588e-06
494,"('seit', 'her')",5.68579164830588e-06
495,"('vorlauf', 'anwend')",5.68579164830588e-06
496,"('wort', 'ergriff')",5.68579164830588e-06
497,"('hauslich', 'gewalt')",5.676695851933726e-06
498,"('steu', 'bezahl')",5.662040338060231e-06
499,"('kommission', 'meinung')",5.6148242364070386e-06
500,"('dam', 'herr')",5.6044843736110185e-06
501,"('richtig', 'wichtig')",5.5696339223569e-06
502,"('national', 'erschopf')",5.558432198112255e-06
503,"('ja', 'selbstverstand')",5.5467378131199005e-06
504,"('klarheit', 'geschaff')",5.5467378131199005e-06
505,"('plus', 'prozent')",5.5467378131199005e-06
506,"('wesent', 'wenig')",5.5467378131199005e-06
507,"('absatz', 'mehrheit')",5.5055713233807105e-06
508,"('entscheid', 'nationalrat')",5.5055713233807105e-06
509,"('bundesbeschluss', 'genehm')",5.486697259876585e-06
510,"('unbefried', 'situation')",5.478319453967058e-06
511,"('darf', 'sag')",5.476021635351064e-06
512,"('ambulant', 'bereich')",5.448139325227785e-06
513,"('herr', 'hegetschweil')",5.448139325227785e-06
514,"('kanton', 'baselstadt')",5.448139325227785e-06
515,"('wiss', 'ganz')",5.429524172136744e-06
516,"('hochpreisinsel', 'schweiz')",5.411823598373799e-06
517,"('indirekt', 'teilliquidation')",5.409654962831286e-06
518,"('ganz', 'sich')",5.40108852117231e-06
519,"('schweiz', 'landwirtschaft')",5.395060325755577e-06
520,"('herr', 'messm')",5.392598241417253e-06
521,"('heut', 'beschliess')",5.392598241417253e-06
